any,municipi,concepte,estat,valor
2022,Baix Pallars,població amb estudis baixos (%),,14.6
2022,Baix Pallars,població jove sense estudis postobligatoris (%),.., 
2022,Baix Pallars,estrangers de països de renda baixa o mitjana (%),,3.4
2022,Baix Pallars,renda mitjana per persona (€),,15617
2022,Balaguer,població ocupada (%),,60.4
2022,Balaguer,treballadors de baixa qualificació (%),,18.2
2022,Balaguer,població amb estudis baixos (%),,17.8
2022,Balaguer,població jove sense estudis postobligatoris (%),,42.2
2022,Balaguer,estrangers de països de renda baixa o mitjana (%),,22.6
2022,Balaguer,renda mitjana per persona (€),,12214
2022,Balenyà,població ocupada (%),,70.5
2022,Balenyà,treballadors de baixa qualificació (%),,17
2022,Balenyà,població amb estudis baixos (%),,13.1
2022,Balenyà,població jove sense estudis postobligatoris (%),,26.3
2022,Balenyà,estrangers de països de renda baixa o mitjana (%),,9.8
2022,Balenyà,renda mitjana per persona (€),,13869
2022,Balsareny,població ocupada (%),,67
2022,Balsareny,treballadors de baixa qualificació (%),,12.6
2022,Balsareny,població amb estudis baixos (%),,16.3
2022,Balsareny,població jove sense estudis postobligatoris (%),,22.6
2022,Balsareny,estrangers de països de renda baixa o mitjana (%),,5.8
2022,Balsareny,renda mitjana per persona (€),,14975
2022,Banyeres del Penedès,població ocupada (%),,68
2022,Banyeres del Penedès,treballadors de baixa qualificació (%),,13.3
2022,Banyeres del Penedès,població amb estudis baixos (%),,13.5
2022,Banyeres del Penedès,població jove sense estudis postobligatoris (%),,29.8
2022,Banyeres del Penedès,estrangers de països de renda baixa o mitjana (%),,7.5
2022,Banyeres del Penedès,renda mitjana per persona (€),,14273
2022,Banyoles,població ocupada (%),,72
2022,Banyoles,treballadors de baixa qualificació (%),,16.7
2022,Banyoles,població amb estudis baixos (%),,18.1
2022,Banyoles,població jove sense estudis postobligatoris (%),,34.1
2022,Banyoles,estrangers de països de renda baixa o mitjana (%),,18.1
2022,Banyoles,renda mitjana per persona (€),,15408
2022,Barbens,població ocupada (%),,62.5
2022,Barbens,treballadors de baixa qualificació (%),.., 
2022,Barbens,població amb estudis baixos (%),,27.6
2022,Barbens,població jove sense estudis postobligatoris (%),,56.1
2022,Barbens,estrangers de països de renda baixa o mitjana (%),,35.5
2022,Barbens,renda mitjana per persona (€),,12245
2022,Barberà de la Conca,població ocupada (%),,66.7
2022,Barberà de la Conca,treballadors de baixa qualificació (%),.., 
2022,Barberà de la Conca,població amb estudis baixos (%),,13.5
2022,Barberà de la Conca,població jove sense estudis postobligatoris (%),.., 
2022,Barberà de la Conca,estrangers de països de renda baixa o mitjana (%),,11.9
2022,Barberà de la Conca,renda mitjana per persona (€),,13949
2022,Barberà del Vallès,població ocupada (%),,70.4
2022,Barberà del Vallès,treballadors de baixa qualificació (%),,11.4
2022,Barberà del Vallès,població amb estudis baixos (%),,11.6
2022,Barberà del Vallès,població jove sense estudis postobligatoris (%),,22.9
2022,Barberà del Vallès,estrangers de països de renda baixa o mitjana (%),,6.9
2022,Barberà del Vallès,renda mitjana per persona (€),,15104
2022,Barcelona,població ocupada (%),,65.6
2022,Barcelona,treballadors de baixa qualificació (%),,7.6
2022,Barcelona,població amb estudis baixos (%),,11.9
2022,Barcelona,població jove sense estudis postobligatoris (%),,15.4
2022,Barcelona,estrangers de països de renda baixa o mitjana (%),,12.9
2022,Barcelona,renda mitjana per persona (€),,18404
2022,"Baronia de Rialb, la",població ocupada (%),,77
2022,"Baronia de Rialb, la",treballadors de baixa qualificació (%),.., 
2022,"Baronia de Rialb, la",població amb estudis baixos (%),,13.2
2022,"Baronia de Rialb, la",població jove sense estudis postobligatoris (%),.., 
2022,"Baronia de Rialb, la",estrangers de països de renda baixa o mitjana (%),,5.2
2022,"Baronia de Rialb, la",renda mitjana per persona (€),,15450
2022,Bàscara,població ocupada (%),,71.6
2022,Bàscara,treballadors de baixa qualificació (%),,13
2022,Bàscara,població amb estudis baixos (%),,12.2
2022,Bàscara,població jove sense estudis postobligatoris (%),,26.8
2022,Bàscara,estrangers de països de renda baixa o mitjana (%),,9.7
2022,Bàscara,renda mitjana per persona (€),,13800
2022,Bassella,població ocupada (%),,83.8
2022,Bassella,treballadors de baixa qualificació (%),.., 
2022,Bassella,població amb estudis baixos (%),,16.6
2022,Bassella,població jove sense estudis postobligatoris (%),.., 
2022,Bassella,estrangers de països de renda baixa o mitjana (%),,9.9
2022,Bassella,renda mitjana per persona (€),,15705
2022,Batea,població ocupada (%),,72.3
2022,Batea,treballadors de baixa qualificació (%),,24.6
2022,Batea,població amb estudis baixos (%),,28.3
2022,Batea,població jove sense estudis postobligatoris (%),,26.5
2022,Batea,estrangers de països de renda baixa o mitjana (%),,8.6
2022,Batea,renda mitjana per persona (€),,10999
2022,Bausen,població ocupada (%),,39.3
2022,Bausen,treballadors de baixa qualificació (%),.., 
2022,Bausen,població amb estudis baixos (%),,11.5
2022,Bausen,població jove sense estudis postobligatoris (%),.., 
2022,Bausen,estrangers de països de renda baixa o mitjana (%),,0
2022,Bausen,renda mitjana per persona (€),,20369
2022,Begues,població ocupada (%),,72.1
2022,Begues,treballadors de baixa qualificació (%),,5.2
2022,Begues,població amb estudis baixos (%),,6.9
2022,Begues,població jove sense estudis postobligatoris (%),,13.2
2022,Begues,estrangers de països de renda baixa o mitjana (%),,3.8
2022,Begues,renda mitjana per persona (€),,20105
2022,Begur,població ocupada (%),,65.7
2022,Begur,treballadors de baixa qualificació (%),,13.5
2022,Begur,població amb estudis baixos (%),,14.1
2022,Begur,població jove sense estudis postobligatoris (%),,21.5
2022,Begur,estrangers de països de renda baixa o mitjana (%),,8.1
2022,Begur,renda mitjana per persona (€),,16994
2022,Belianes,població ocupada (%),,70.8
2022,Belianes,treballadors de baixa qualificació (%),.., 
2022,Belianes,població amb estudis baixos (%),,16.7
2022,Belianes,població jove sense estudis postobligatoris (%),,11.1
2022,Belianes,estrangers de països de renda baixa o mitjana (%),,10.1
2022,Belianes,renda mitjana per persona (€),,12823
2022,Bellaguarda,població ocupada (%),,71.9
2022,Bellaguarda,treballadors de baixa qualificació (%),.., 
2022,Bellaguarda,població amb estudis baixos (%),,20.1
2022,Bellaguarda,població jove sense estudis postobligatoris (%),.., 
2022,Bellaguarda,estrangers de països de renda baixa o mitjana (%),,5.5
2022,Bellaguarda,renda mitjana per persona (€),,11102
2022,Bellcaire d'Empordà,població ocupada (%),,68.8
2022,Bellcaire d'Empordà,treballadors de baixa qualificació (%),.., 
2022,Bellcaire d'Empordà,població amb estudis baixos (%),,7.3
2022,Bellcaire d'Empordà,població jove sense estudis postobligatoris (%),,27.4
2022,Bellcaire d'Empordà,estrangers de països de renda baixa o mitjana (%),,5.7
2022,Bellcaire d'Empordà,renda mitjana per persona (€),,14975
2022,Bellcaire d'Urgell,població ocupada (%),,71.8
2022,Bellcaire d'Urgell,treballadors de baixa qualificació (%),,13.4
2022,Bellcaire d'Urgell,població amb estudis baixos (%),,17.1
2022,Bellcaire d'Urgell,població jove sense estudis postobligatoris (%),,19.3
2022,Bellcaire d'Urgell,estrangers de països de renda baixa o mitjana (%),,9.6
2022,Bellcaire d'Urgell,renda mitjana per persona (€),,14937
2022,Bell-lloc d'Urgell,població ocupada (%),,71.8
2022,Bell-lloc d'Urgell,treballadors de baixa qualificació (%),,14.7
2022,Bell-lloc d'Urgell,població amb estudis baixos (%),,17.1
2022,Bell-lloc d'Urgell,població jove sense estudis postobligatoris (%),,23.2
2022,Bell-lloc d'Urgell,estrangers de països de renda baixa o mitjana (%),,15.2
2022,Bell-lloc d'Urgell,renda mitjana per persona (€),,14446
2022,Bellmunt d'Urgell,població ocupada (%),,77
2022,Bellmunt d'Urgell,treballadors de baixa qualificació (%),.., 
2022,Bellmunt d'Urgell,població amb estudis baixos (%),,6.2
2022,Bellmunt d'Urgell,població jove sense estudis postobligatoris (%),.., 
2022,Bellmunt d'Urgell,estrangers de països de renda baixa o mitjana (%),,5.1
2022,Bellmunt d'Urgell,renda mitjana per persona (€),,13305
2022,Bellmunt del Priorat,població ocupada (%),,69.2
2022,Bellmunt del Priorat,treballadors de baixa qualificació (%),.., 
2022,Bellmunt del Priorat,població amb estudis baixos (%),,18.1
2022,Bellmunt del Priorat,població jove sense estudis postobligatoris (%),.., 
2022,Bellmunt del Priorat,estrangers de països de renda baixa o mitjana (%),,11
2022,Bellmunt del Priorat,renda mitjana per persona (€),,12302
2022,Bellprat,població ocupada (%),,76.9
2022,Bellprat,treballadors de baixa qualificació (%),.., 
2022,Bellprat,població amb estudis baixos (%),,20.6
2022,Bellprat,població jove sense estudis postobligatoris (%),.., 
2022,Bellprat,estrangers de països de renda baixa o mitjana (%),,1.4
2022,Bellprat,renda mitjana per persona (€),.., 
2022,Bellpuig,població ocupada (%),,65.2
2022,Bellpuig,treballadors de baixa qualificació (%),,20.3
2022,Bellpuig,població amb estudis baixos (%),,19.5
2022,Bellpuig,població jove sense estudis postobligatoris (%),,31.1
2022,Bellpuig,estrangers de països de renda baixa o mitjana (%),,21.9
2022,Bellpuig,renda mitjana per persona (€),,12955
2022,Bellvei,població ocupada (%),,62.3
2022,Bellvei,treballadors de baixa qualificació (%),,13.6
2022,Bellvei,població amb estudis baixos (%),,15.3
2022,Bellvei,població jove sense estudis postobligatoris (%),,37.2
2022,Bellvei,estrangers de països de renda baixa o mitjana (%),,8.5
2022,Bellvei,renda mitjana per persona (€),,12585
2022,Bellver de Cerdanya,població ocupada (%),,72.2
2022,Bellver de Cerdanya,treballadors de baixa qualificació (%),,8.5
2022,Bellver de Cerdanya,població amb estudis baixos (%),,11.7
2022,Bellver de Cerdanya,població jove sense estudis postobligatoris (%),,15.4
2022,Bellver de Cerdanya,estrangers de països de renda baixa o mitjana (%),,4.4
2022,Bellver de Cerdanya,renda mitjana per persona (€),,17043
2022,Bellvís,població ocupada (%),,71.4
2022,Bellvís,treballadors de baixa qualificació (%),,15.9
2022,Bellvís,població amb estudis baixos (%),,22.7
2022,Bellvís,població jove sense estudis postobligatoris (%),,31.7
2022,Bellvís,estrangers de països de renda baixa o mitjana (%),,19.7
2022,Bellvís,renda mitjana per persona (€),,13776
2022,Benavent de Segrià,població ocupada (%),,74
2022,Benavent de Segrià,treballadors de baixa qualificació (%),,11.3
2022,Benavent de Segrià,població amb estudis baixos (%),,8.5
2022,Benavent de Segrià,població jove sense estudis postobligatoris (%),,21.8
2022,Benavent de Segrià,estrangers de països de renda baixa o mitjana (%),,10.2
2022,Benavent de Segrià,renda mitjana per persona (€),,15219
2022,Benifallet,població ocupada (%),,61.5
2022,Benifallet,treballadors de baixa qualificació (%),.., 
2022,Benifallet,població amb estudis baixos (%),,25.1
2022,Benifallet,població jove sense estudis postobligatoris (%),,23
2022,Benifallet,estrangers de països de renda baixa o mitjana (%),,3.8
2022,Benifallet,renda mitjana per persona (€),,12639
2022,Benissanet,població ocupada (%),,66.6
2022,Benissanet,treballadors de baixa qualificació (%),,17.8
2022,Benissanet,població amb estudis baixos (%),,20.4
2022,Benissanet,població jove sense estudis postobligatoris (%),,33.7
2022,Benissanet,estrangers de països de renda baixa o mitjana (%),,18
2022,Benissanet,renda mitjana per persona (€),,12368
2022,Berga,població ocupada (%),,62.1
2022,Berga,treballadors de baixa qualificació (%),,14.8
2022,Berga,població amb estudis baixos (%),,14
2022,Berga,població jove sense estudis postobligatoris (%),,30
2022,Berga,estrangers de països de renda baixa o mitjana (%),,13.3
2022,Berga,renda mitjana per persona (€),,14636
2022,Besalú,població ocupada (%),,73.5
2022,Besalú,treballadors de baixa qualificació (%),,12
2022,Besalú,població amb estudis baixos (%),,25.5
2022,Besalú,població jove sense estudis postobligatoris (%),,25.2
2022,Besalú,estrangers de països de renda baixa o mitjana (%),,10.6
2022,Besalú,renda mitjana per persona (€),,15171
2022,Bescanó,població ocupada (%),,76.9
2022,Bescanó,treballadors de baixa qualificació (%),,8.6
2022,Bescanó,població amb estudis baixos (%),,10.3
2022,Bescanó,població jove sense estudis postobligatoris (%),,20.9
2022,Bescanó,estrangers de països de renda baixa o mitjana (%),,4
2022,Bescanó,renda mitjana per persona (€),,15878
2022,Beuda,població ocupada (%),,64.5
2022,Beuda,treballadors de baixa qualificació (%),.., 
2022,Beuda,població amb estudis baixos (%),,3.2
2022,Beuda,població jove sense estudis postobligatoris (%),.., 
2022,Beuda,estrangers de països de renda baixa o mitjana (%),,3.4
2022,Beuda,renda mitjana per persona (€),,12590
2022,Bigues i Riells del Fai,població ocupada (%),,71.9
2022,Bigues i Riells del Fai,treballadors de baixa qualificació (%),,12.4
2022,Bigues i Riells del Fai,població amb estudis baixos (%),,10.2
2022,Bigues i Riells del Fai,població jove sense estudis postobligatoris (%),,22.4
2022,Bigues i Riells del Fai,estrangers de països de renda baixa o mitjana (%),,2.9
2022,Bigues i Riells del Fai,renda mitjana per persona (€),,16342
2022,Biosca,població ocupada (%),,66.2
2022,Biosca,treballadors de baixa qualificació (%),.., 
2022,Biosca,població amb estudis baixos (%),,14.5
2022,Biosca,població jove sense estudis postobligatoris (%),.., 
2022,Biosca,estrangers de països de renda baixa o mitjana (%),,5.5
2022,Biosca,renda mitjana per persona (€),,14551
2022,"Bisbal d'Empordà, la",població ocupada (%),,66.5
2022,"Bisbal d'Empordà, la",treballadors de baixa qualificació (%),,18.4
2022,"Bisbal d'Empordà, la",població amb estudis baixos (%),,20
2022,"Bisbal d'Empordà, la",població jove sense estudis postobligatoris (%),,35.6
2022,"Bisbal d'Empordà, la",estrangers de països de renda baixa o mitjana (%),,18.5
2022,"Bisbal d'Empordà, la",renda mitjana per persona (€),,12450
2022,"Bisbal de Montsant, la",població ocupada (%),,69.6
2022,"Bisbal de Montsant, la",treballadors de baixa qualificació (%),.., 
2022,"Bisbal de Montsant, la",població amb estudis baixos (%),,16.1
2022,"Bisbal de Montsant, la",població jove sense estudis postobligatoris (%),.., 
2022,"Bisbal de Montsant, la",estrangers de països de renda baixa o mitjana (%),,11.9
2022,"Bisbal de Montsant, la",renda mitjana per persona (€),,10675
2022,"Bisbal del Penedès, la",població ocupada (%),,61.2
2022,"Bisbal del Penedès, la",treballadors de baixa qualificació (%),,18.1
2022,"Bisbal del Penedès, la",població amb estudis baixos (%),,14.7
2022,"Bisbal del Penedès, la",població jove sense estudis postobligatoris (%),,38.8
2022,"Bisbal del Penedès, la",estrangers de països de renda baixa o mitjana (%),,4.8
2022,"Bisbal del Penedès, la",renda mitjana per persona (€),,12541
2022,Biure,població ocupada (%),,69.6
2022,Biure,treballadors de baixa qualificació (%),.., 
2022,Biure,població amb estudis baixos (%),,5.7
2022,Biure,població jove sense estudis postobligatoris (%),.., 
2022,Biure,estrangers de països de renda baixa o mitjana (%),,2.8
2022,Biure,renda mitjana per persona (€),,14075
2022,Blancafort,població ocupada (%),,78.1
2022,Blancafort,treballadors de baixa qualificació (%),.., 
2022,Blancafort,població amb estudis baixos (%),,6.6
2022,Blancafort,població jove sense estudis postobligatoris (%),.., 
2022,Blancafort,estrangers de països de renda baixa o mitjana (%),,5.6
2022,Blancafort,renda mitjana per persona (€),,15045
2022,Blanes,població ocupada (%),,61.1
2022,Blanes,treballadors de baixa qualificació (%),,15.3
