IDEQUIPAMENT,ALIES,NOM,CATEGORIA,VIA,SUFIX_VIA,NUM,CPOSTAL,POBLACIO,CODI_MUNICIPI,COMARCA,UTMX,UTMY,LONGITUD,LATITUD,DATA_MODIFICACIO,PROPIETATS,Georeferència
3620671,CAP La Sagrera,CAP La Sagrera,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR GARCILASO, 1-9",cr.,1-9,8027,BARCELONA,80193,BARCELONES,"432,342.19","4,585,971.46",2.190333876,41.422453829,11/11/2025 01:10:31 PM,Horari|De dl. a div de 8 a 20 h. Per a urgències cal que us adreçeu al CUAP Casernes o CUAP Dos de Maig.,POINT (2.190333876 41.422453829)
3622298,CSMA Berguedà,CSMA Berguedà,Salut|Centres sanitaris|5. Centres de salut mental|,"PL DELS PAÏSOS CATALANS, 4, pis 2, porta 1",pl.,4,8600,BERGA,80229,BERGUEDA,"404,337.16","4,661,564.86",1.843086197,42.100343156,11/11/2025 01:10:31 PM,Horari|de dilluns a divendres de 8  a 14 i de 15 a  17 hores,POINT (1.843086197 42.100343156)
3619603,CAP Rambla de Ferran,CAP Rambla de Ferran,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"RB DE FERRAN, 44",rb.,44,25007,LLEIDA,251207,SEGRIA,"302,677.76","4,610,183.47",0.631545534,41.618984213,11/11/2025 01:10:32 PM,Horari|Tots els dies laborables de 8 a 19 h. Pediatria al CAP Onze de Setembre de 8 a 20 h.. HORARI D'ESTIU: (23 juny al 5 setembre) tots els dies laborables de 8 a 17 h. Fora d'aquest horari truqueu al 061 Salut Respon o CUAP Lleida (973 233 385),POINT (0.631545534 41.618984213)
3619794,Atenció continuada CAP Les Borges del Camp,Atenció continuada CAP Les Borges del Camp,Salut|Centres sanitaris|2. Centres amb atenció continuada|,"AV DE LA FONT DE LES ESCALES, S/N",av.,S/N,43350,LES BORGES DEL CAMP,430311,BAIX CAMP,"334,061.36","4,559,871.00",1.021790181,41.173204629,11/11/2025 01:10:31 PM,Horari|Dissabtes de 15 a 20 h i diumenges i festius de 8 a 20 h. Fora d'aquest horari. als telèfons 061 Salut Respon o al  CAP Sant Pere (CUAP).,POINT (1.021790181 41.173204629)
9026711,Atenció continuada CAP Progrès Raval,Atenció continuada CAP Progrès Raval,Salut|Centres sanitaris|2. Centres amb atenció continuada|,"CR GENERAL WEYLER, 44",cr.,44,8912,BADALONA,80155,BARCELONES,"436,566.29","4,587,955.82",2.240671389,41.440671156,11/11/2025 01:10:31 PM,"Horari|dissabtes de 9 a 17 h. Fora d'aquest horari, truqueu al 061 Salut Respon o adreceu-vos al CUAP Badalona (obert 24 hores) o a l'Hospital Municipal de Badalona.",POINT (2.240671389 41.440671156)
3619579,Consultori local Alfés,Consultori local Alfés,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR FORN, 11",cr.,11,25161,ALFÉS,250143,SEGRIA,"301,419.71","4,599,475.15",0.619999482,41.522302218,11/11/2025 01:10:31 PM,Horari|Consulteu l'horari al CAP de referència - Telèfon del CAP (973 72 01 11).,POINT (0.619999482 41.522302218)
3622418,CAP Puig-reig,CAP Puig-reig,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"PS DE LA VIA, 14",ps.,14,8692,PUIG-REIG,81751,BERGUEDA,"407,038.25","4,647,233.78",1.878018606,41.971618173,11/11/2025 01:10:32 PM,"Horari|dl., dc. i dv. de 8 a 15 h, i dt. i  dj. de 8 a 20h.",POINT (1.878018606 41.971618173)
3621856,Consultori local El Bruc,Consultori local El Bruc,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR BRUC DEL MIG, 23",cr.,23,8194,EL BRUC,80253,ANOIA,"398,323.05","4,603,803.42",1.78028794,41.57945326,11/11/2025 01:10:31 PM,"Horari|Dilluns de 14.00 a 20.00 h, dimarts de 08.00 a 20.00 h (tarda només pediatria), dimecres a divendres de 08.00 a 14.30 h. Resta d'horari al CAP Esparreguera. Fora d'aquest horari, caps de setmana i festius al CUAP La Solana o be truqueu al 061 Salut Respon",POINT (1.78028794 41.57945326)
3619841,CAP Sant Pere - Equip Reus 2,CAP Sant Pere - Equip Reus 2,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CM DE RIUDOMS, 53-55",cm.,53-55,43202,REUS,431233,BAIX CAMP,"339,950.50","4,557,187.59",1.092659514,41.150230117,11/11/2025 01:10:31 PM,"Horari|Dilluns a divendres: 8 a 20 hores. En cas d'urgència, truqueu al 061 Salut Respon.",POINT (1.092659514 41.150230117)
33134497,ASSIR CAP Sant Genís,ASSIR CAP Sant Genís,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR MIQUEL MUMANY I CAMPDERRÒS, 11-19",cr.,11-19,8191,RUBÍ,81846,VALLES OCCIDENTAL,"418,125.62","4,593,689.44",2.019178234,41.490640548,11/11/2025 01:10:31 PM,,POINT (2.019178234 41.490640548)
3620256,Consultori local Capmany,Consultori local Capmany,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL DEL FORT, S/N",pl.,S/N,17750,CAPMANY,170427,ALT EMPORDA,"493,482.00","4,691,130.18",2.920833606,42.372421836,11/11/2025 01:10:31 PM,"Horari|dl. de 12 a 15h (metge) dt. de 8 a 11h (metge i infermera) dj. de 12 a 15h (metge i inferm) i dv. de 08 a 11h (metge i infermera).  Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CAP Doctor Subirós de La Jonquera, obert 24 h.",POINT (2.920833606 42.372421836)
7509779,Servei de Rehabilitació Comunitària Manresa,Servei de Rehabilitació Comunitària Manresa,Salut|Centres sanitaris|5. Centres de salut mental|,"CR DOCTOR LLATJÓS, S/N",cr.,S/N,8241,MANRESA,81136,BAGES,"403,037.81","4,619,490.12",1.834290233,41.721303542,11/11/2025 01:10:31 PM,"Horari|dl., i dv., de 9 a 15 h.; dc., de 9 a 17 h.; i dj., de 9 a 18 h.",POINT (1.834290233 41.721303542)
3620289,CAS Alt Empordà,CAS Alt Empordà,Salut|Centres sanitaris|6. Centres d'atenció i seguiment a les drogodependències|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR SANTA LOGAIA, 67",cr.,67,17600,FIGUERES,170669,ALT EMPORDA,"496,876.07","4,678,602.07",2.962125031,42.259612682,11/11/2025 01:10:32 PM,Horari|dilluns 8:30 a 20 h / dimarts i dimecres 8:30 a 14:30 h / dijous 8:30 a 18 h / divendres 8:30 a 14 h,POINT (2.9621250310000002 42.259612682)
3619720,CAP Alcanar,CAP Alcanar,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR CÀLIG, S/N",cr.,S/N,43530,ALCANAR,430043,MONTSIA,"286,463.93","4,491,069.96",0.478441677,40.542881472,11/11/2025 01:10:31 PM,Horari|De dilluns a divendres de 8 a 20h. Atenció continuada: De dilluns a divendres de 20 a 8 h. Caps de setmana i festius 24 hores.,POINT (0.478441677 40.542881472)
3619898,CAP Nou Tàrraco,CAP Nou Tàrraco,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR DOCTOR MALLAFRÉ GUASCH, 4",cr.,4,43005,TARRAGONA,431482,TARRAGONES,"352,140.63","4,554,042.45",1.238621183,41.124225621,11/11/2025 01:10:31 PM,Horari|Dilluns a divendres de 8 a 20 h. Dissabtes de 8 a 15 h. Atenció continuada: ds. de 15 a 20 h. i dg. i festius de 8 a 20 h. Fora d'aquest horari al telèfon 061 Salut Respon i a l'Hospital Universitari Joan XXIII de Tarragona.,POINT (1.238621183 41.124225621)
3619643,Consultori local Forès,Consultori local Forès,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL PLA DE LA BASSA, 21",pl.,21,43425,FORÈS,430614,CONCA DE BARBERA,"352,713.23","4,595,026.21",1.235515525,41.493326878,11/11/2025 01:10:31 PM,Horari|Últim dijous de mes: 12 a 15,POINT (1.235515525 41.493326878)
33140583,ASSIR CAP La Granja,ASSIR CAP La Granja,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR DE LES SÍNIES, 9-15",cr.,9-15,8750,MOLINS DE REI,81234,BAIX LLOBREGAT,"417,420.72","4,585,598.58",2.011841716,41.417700463,11/11/2025 01:10:31 PM,"Horari|Dl i dt. de 8 a 20h  i dc, dj i dv de 8 a 15h",POINT (2.011841716 41.417700463)
3621175,CAS Vall d'Hebron,CAS Vall d'Hebron,Salut|Centres sanitaris|6. Centres d'atenció i seguiment a les drogodependències|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"PS VALL D'HEBRON, 119-130",ps.,119-130,8035,BARCELONA,80193,BARCELONES,"428,429.05","4,586,626.96",2.143432368,41.428018548,11/11/2025 01:10:32 PM,"Horari|De dilluns a dijous de 8 a 19 h, divendres de 8 a 16 h. HORARI DE REDUCCIÓ DE DANYS: de dilluns a dijous de 11 a 14 h i de 16 a 18 h, divendres de 11 a 16 h. HORARI DE SALA DE CONSUM: dilluns, dimecres i dijous de 11 a 18 h, dimarts de 11 a 13 h i de 15.30 a 16 h i divendres de 11 a 15 h.",POINT (2.143432368 41.428018548)
3620968,Hospital Sant Celoni,Hospital Sant Celoni,Salut|Centres sanitaris|4. Centres sociosanitaris|,"AV DE L'HOSPITAL, 19",av.,19,8470,SANT CELONI,82021,VALLES ORIENTAL,"457,271.35","4,615,234.44",2.486566576,41.687738332,11/11/2025 01:10:31 PM,,POINT (2.486566576 41.687738332)
3622056,Atenció continuada CAP Cubelles,Atenció continuada CAP Cubelles,Salut|Centres sanitaris|2. Centres amb atenció continuada|,"CR DE MOSSÈN MIQUEL CORTÍ, S/N",cr.,S/N,8880,CUBELLES,80749,GARRAF,"388,718.68","4,562,962.94",1.672607541,41.210397431,11/11/2025 01:10:31 PM,"Horari|Dissabtes, diumenges i festius de 8 a 20 h. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos a l'Hospital Sant Antoni Abat i Hospital Sant Camil",POINT (1.672607541 41.210397431)
3619707,CSMA Urgell,CSMA Urgell,Salut|Centres sanitaris|5. Centres de salut mental|,"CR SALVADOR ESPRIU, S/N",cr.,S/N,25300,TÀRREGA,252173,URGELL,"345,076.94","4,611,721.94",1.139770384,41.64219241,11/11/2025 01:10:31 PM,Horari|de dilluns a divendres de 8h. a 15'30h.,POINT (1.139770384 41.64219241)
3620087,Consultori local Palafolls,Consultori local Palafolls,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR SINDICAT, S/N",cr.,S/N,8389,PALAFOLLS,81555,MARESME,"479,321.54","4,612,886.10",2.751602412,41.667464866,11/11/2025 01:10:31 PM,Horari|de dl. a dv. de 9 a 20 h. Fora d'aquest horari atenció continuada 24 h al  CAP Pineda de Mar.,POINT (2.751602412 41.667464866)
33135909,ASSIR CAP Les Planes,ASSIR CAP Les Planes,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV DE BARCELONA, 62",av.,62,8970,SANT JOAN DESPÍ,82172,BAIX LLOBREGAT,"422,743.90","4,580,311.39",2.076206035,41.370611111,11/11/2025 01:10:31 PM,Horari|Dl i dc de 8 a 20h,POINT (2.0762060350000002 41.370611111)
3620108,Consultori local Porqueres,Consultori local Porqueres,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR GREGAL, 2",cr.,2,17834,PORQUERES,171371,PLA DE L'ESTANY,"481,570.66","4,661,333.94",2.777108,42.103879059,11/11/2025 01:10:31 PM,Horari|dl. a dv. de 8 a 20 h. Fora d'aquest horari tel.061 o Clinica  Salus Infirmorum.,POINT (2.777108 42.103879059)
3621694,Consultori local La Ràpita (Sta. Margarida i el Monjos),Consultori local La Ràpita (Sta. Margarida i el Monjos),Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL RAMON CABRÉ, S/N",pl.,S/N,8730,SANTA MARGARIDA I ELS MONJOS,82515,ALT PENEDES,"386,747.43","4,573,918.82",1.64706527,41.308785181,11/11/2025 01:10:31 PM,"Horari|Dilluns, dimarts, dimecres i divendres de 8  a 15 h. De 15 a 20 h al CAP Santa Margarida i els Monjos. Fora d'aquest horari, caps de setmana i festius a l'Hospital Comarcal Alt Penedès o bé truqueu al 061 Salut Respon.",POINT (1.6470652700000001 41.308785181)
3621567,Fundació Hospitalàries Barcelona,Fundació Hospitalàries Barcelona,Salut|Centres sanitaris|5. Centres de salut mental|,"PS VALL D'HEBRON, 107-117",ps.,107-117,8035,BARCELONA,80193,BARCELONES,"428,337.27","4,586,370.11",2.142364557,41.425697044,11/11/2025 01:10:31 PM,,POINT (2.142364557 41.425697044)
3619844,CAP Cornudella,CAP Cornudella,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR COMTE DE RIUS, 2",cr.,2,43360,CORNUDELLA DE MONTSANT,430496,PRIORAT,"324,457.11","4,570,147.05",0.904414212,41.263685419,11/11/2025 01:10:31 PM,Horari|De dilluns a divendres de 8 a 20 h. Fora d'aquest horari l'atenció continuada es realitza mitjançant guàrdia localitzable al telèfon 977 312312 o telèfon 061 Salut Respon,POINT (0.904414212 41.263685419)
3619578,Consultori local Alfarràs,Consultori local Alfarràs,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR SISQUELLA, 2",cr.,2,25120,ALFARRÀS,250138,SEGRIA,"298,576.68","4,633,737.79",0.574398468,41.829926122,11/11/2025 01:10:32 PM,Horari|Consulteu l'horari al CAP de referència - Telèfon del CAP (973 77 02 18).  Atenció continuada 24 h al CAP Almenar.,POINT (0.574398468 41.829926122)
3622675,Consultori local Sant Pere de Torelló,Consultori local Sant Pere de Torelló,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL DOCTOR MUNMANY, S/N",pl.,S/N,8572,SANT PERE DE TORELLÓ,82331,OSONA,"441,593.48","4,658,358.69",2.293928105,42.075126804,11/11/2025 01:10:31 PM,"Horari|dl., dt., dj., dv., 8 h., a 15 h., i dc., de 14 a 20 h. Fora dels horaris d'obertura us podeu adreçar al CAP de Torelló o truqueu al 061 Salut Respon.",POINT (2.293928105 42.075126804)
3620332,Consultori local La Pobla de Claramunt (CAP Anoia Rural),Consultori local La Pobla de Claramunt (CAP Anoia Rural),Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR PARE ANTON SOTERAS, 21",cr.,21,8787,LA POBLA DE CLARAMUNT,81653,ANOIA,"389,728.06","4,600,994.37",1.677724197,41.553018029,11/11/2025 01:10:32 PM,Horari|De dilluns a divendres de 8 a 20 h. Fora d'aquest horari us podeu dirigir al CAP Anoia.,POINT (1.677724197 41.553018029)
33082996,ASSIR CAP Rambla de Ferran,ASSIR CAP Rambla de Ferran,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"RB DE FERRAN, 44",rb.,44,25007,LLEIDA,251207,SEGRIA,"302,677.76","4,610,183.47",0.631545534,41.618984213,11/11/2025 01:10:31 PM,,POINT (0.631545534 41.618984213)
3620398,CAP Sant Hilari Sacalm,CAP Sant Hilari Sacalm,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR GIRONA, S/N",cr.,S/N,17403,SANT HILARI SACALM,171642,SELVA,"459,519.89","4,636,457.42",2.512137605,41.879004493,11/11/2025 01:10:31 PM,Horari|de dl. a dg. de 8 a 20h Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CAP la Selva de Santa Coloma de Farners.,POINT (2.512137605 41.879004493)
3621551,Hospital de dia sociosanitari Hospital Evangèlic de Barcelona,Hospital de dia sociosanitari Hospital Evangèlic de Barcelona,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR CIUTAT DE GRANADA, 108",cr.,108,8018,BARCELONA,80193,BARCELONES,"432,656.38","4,583,625.19",2.194354621,41.401348086,11/11/2025 01:10:31 PM,,POINT (2.194354621 41.401348086)
3620042,Hospital de dia sociosanitari Centre Geriàtric Maria Gay,Hospital de dia sociosanitari Centre Geriàtric Maria Gay,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR PORTAL NOU, 12",cr.,12,17004,GIRONA,170792,GIRONES,"485,622.46","4,647,899.82",2.826441395,41.982968664,11/11/2025 01:10:31 PM,,POINT (2.826441395 41.982968664)
3620392,Consultori local Ventalló,Consultori local Ventalló,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR CARRER DE LA BASSA , 44",cr.,44,17473,VENTALLÓ,172109,ALT EMPORDA,"501,993.98","4,665,947.97",3.024131816,42.145649132,11/11/2025 01:10:31 PM,"Horari|dl. de 15 a 20h ,dt. i dv . de 8 a 15h. Amb agenda complementaria  amb  L'Armentera . Fora d'aquest horari, adreçeu-vos al CAP Moises Broggi de l'Escala o a l'Hospital de Figueres.",POINT (3.024131816 42.145649132)
3620080,CAS Alt Maresme,CAS Alt Maresme,Salut|Centres sanitaris|6. Centres d'atenció i seguiment a les drogodependències|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR Bruguera, 170-174",cr.,170-174,8370,CALELLA,80351,MARESME,"472,015.20","4,607,203.35",2.664103091,41.616056662,11/11/2025 01:10:32 PM,Horari|de dilluns a dijous de 8 a 19h i  divendres 8 a 15h,POINT (2.6641030910000003 41.616056662)
3620025,Consultori local Menàrguens,Consultori local Menàrguens,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR ORFANETA, 14",cr.,14,25139,MENÀRGUENS,251348,NOGUERA,"312,274.28","4,622,200.53",0.742866952,41.729454981,11/11/2025 01:10:31 PM,Horari|Consulteu l'horari al CAP de referència - Telèfon del CAP (973 44 60 28).  Atenció continuada 24 h al CAP Balaguer.,POINT (0.7428669520000001 41.729454981)
3622292,Consultori local Talamanca,Consultori local Talamanca,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR RAVAL, 4",cr.,4,8278,TALAMANCA,82779,BAGES,"415,015.62","4,621,081.03",1.978040603,41.737001268,11/11/2025 01:10:31 PM,"Horari|dc., de 12 a 13 h. Fora dels horaris d'obertura us podeu adreçar al CAP Navarcles o truqueu al 061 Salut Respon.",POINT (1.9780406030000002 41.737001268)
3619916,PADES Tarragona,PADES Tarragona,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR JOAN PAU II, 2",cr.,2,43005,TARRAGONA,431482,TARRAGONES,"352,192.14","4,554,216.85",1.239192464,41.125805272,11/11/2025 01:10:31 PM,,POINT (1.239192464 41.125805272)
3622815,Consultori local Vidrà,Consultori local Vidrà,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL DE L'AJUNTAMENT, 2, pis BA",pl.,2,17515,VIDRÀ,172121,OSONA,"442,986.64","4,663,588.10",2.310258446,42.122324502,11/11/2025 01:10:31 PM,"Horari|dv., de 12,30 a 13,15 h. Fora dels horaris d'obertura us podeu adreçar al CAP Sant Quirze de Besora o truqueu al 061 Salut Respon.",POINT (2.310258446 42.122324502)
7514117,Servei de Rehabilitació Comunitària Cerdanyola,Servei de Rehabilitació Comunitària Cerdanyola,Salut|Centres sanitaris|5. Centres de salut mental|,"CR ADAM I EVA, 4, pis BA",cr.,4,8290,CERDANYOLA DEL VALLÈS,82665,VALLES OCCIDENTAL,"428,773.33","4,593,856.18",2.146699205,41.493159262,11/11/2025 01:10:31 PM,,POINT (2.146699205 41.493159262)
33598906,ASSIR CAP Riudoms,ASSIR CAP Riudoms,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR LA SARDANA, 3",cr.,3,43330,RIUDOMS,431299,BAIX CAMP,"336,545.24","4,556,247.67",1.052351073,41.141089314,11/11/2025 01:10:31 PM,Horari|de 8 a 20h,POINT (1.052351073 41.141089314)
3620537,Consultori local de Campllong,Consultori local de Campllong,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR ESGLÉSIA, 21",cr.,21,17038,CAMPLLONG,170388,GIRONES,"485,999.38","4,637,873.34",2.831229754,41.892669628,11/11/2025 01:10:31 PM,Horari|Dm 13h-16:30h i Dj  10:50-13h.  Fora d'aquest horari truqueu al 061 CatSalut Respon o adreceu-vos al CAP Cassà de la Selva.,POINT (2.831229754 41.892669628)
3622015,CAP Cervelló,CAP Cervelló,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR ANSELM CLAVÉ, S/N",cr.,S/N,8758,CERVELLÓ,80689,BAIX LLOBREGAT,"413,178.10","4,583,174.61",1.961429304,41.395422739,11/11/2025 01:10:31 PM,"Horari|De dilluns a divendres de 8h a 15h. Fora d'aquest horari de dilluns a divendres de 15h a 20h al CAP Vallirana. Nits, caps de setmana i festius al  CUAP Sant Vicenç dels Horts (obert 24h) o bé truqueu al 061 Salut Respon",POINT (1.9614293040000002 41.395422739)
3620172,Consultori local Setcases,Consultori local Setcases,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR JESÚS, S/N",cr.,S/N,17869,SETCASES,171925,RIPOLLES,"442,433.42","4,691,553.51",2.300790321,42.374129634,11/11/2025 01:10:31 PM,"Horari|MG: dl. de 08.00h a 09:45h, dv. d'11:45h a 12:45h / INF: dv. de 10h a 11h. Fora d'aquest horari truqueu al 061 CatSalut Respon o adreceu-vos al CAP Camprodon de dl. a dg. de 8 a 20 h o a l'Hospital de Campdevànol.",POINT (2.300790321 42.374129634)
3620545,Consultori local Fornells de la Selva,Consultori local Fornells de la Selva,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR VICENS VIVES, 3",cr.,3,17458,FORNELLS DE LA SELVA,170736,GIRONES,"484,382.62","4,642,491.54",2.811618361,41.934234358,11/11/2025 01:10:31 PM,"Horari|de dl., dt., dj. i dv. de 8:00 a 14.30h. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CAP Dr. Jordi Nadal i Fàbregas, de dl. a dg. o al CAP CUAP Güell (Girona) de 20 a 8h.",POINT (2.811618361 41.934234358)
3620655,Consultori local Collsuspina,Consultori local Collsuspina,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR NOU, 2",cr.,2,8178,COLLSUSPINA,80706,MOIANÈS,"431,486.74","4,630,738.35",2.174973831,41.82556668,11/11/2025 01:10:31 PM,"Horari|dj., de 8 a 15 h (cada 15 dies). Fora dels horaris d'obertura us podeu adreçar al CAP Tona o truqueu al 061 Salut Respon.",POINT (2.174973831 41.82556668)
3620562,CAS Cerdanyola-Ripollet,CAS Cerdanyola-Ripollet,Salut|Centres sanitaris|6. Centres d'atenció i seguiment a les drogodependències|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"PS HORTA, 17",ps.,17,8290,CERDANYOLA DEL VALLÈS,82665,VALLES OCCIDENTAL,"428,570.74","4,593,249.74",2.144344302,41.487679304,11/11/2025 01:10:32 PM,,POINT (2.144344302 41.487679304)
3620431,Consultori local Bellcaire d'Empordà,Consultori local Bellcaire d'Empordà,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CT DE L'ESCALA, 27",ct.,27,17141,BELLCAIRE D'EMPORDÀ,170182,BAIX EMPORDA,"508,137.59","4,658,467.58",3.098379699,42.078237448,11/11/2025 01:10:31 PM,"Horari|dc. de 15 a 20h ,dl. dt. dj. i dv. de 8 a 15h. Amb agenda complementaria  amb  Viladamat i Albons . Fora d'aquest horari, adreçeu-vos al CAP Moises Broggi de l'Escala o a l'Hospital de Figueres.",POINT (3.098379699 42.078237448)
