Provincia de residencia	Causas (lista reducida)	Sexo	Edad	Total
Cataluña	001 Enfermedades infecciosas intestinales	Mujeres	De 85 a 89 años	24
Cataluña	001 Enfermedades infecciosas intestinales	Mujeres	De 90 a 94 años	28
Cataluña	001 Enfermedades infecciosas intestinales	Mujeres	De 95 años y más	18
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	Todas las edades	45
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	Menores de 1 año	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 1 a 14 años	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 15 a 29 años	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 30 a 39 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 40 a 44 años	2
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 45 a 49 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 50 a 54 años	2
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 55 a 59 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 60 a 64 años	4
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 65 a 69 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 70 a 74 años	4
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 75 a 79 años	10
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 80 a 84 años	5
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 85 a 89 años	4
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 90 a 94 años	9
Cataluña	002 Tuberculosis y sus efectos tardíos	Ambos sexos	De 95 años y más	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	Todas las edades	31
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	Menores de 1 año	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 1 a 14 años	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 15 a 29 años	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 30 a 39 años	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 40 a 44 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 45 a 49 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 50 a 54 años	2
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 55 a 59 años	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 60 a 64 años	3
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 65 a 69 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 70 a 74 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 75 a 79 años	9
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 80 a 84 años	4
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 85 a 89 años	3
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 90 a 94 años	6
Cataluña	002 Tuberculosis y sus efectos tardíos	Hombres	De 95 años y más	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	Todas las edades	14
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	Menores de 1 año	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 1 a 14 años	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 15 a 29 años	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 30 a 39 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 40 a 44 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 45 a 49 años	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 50 a 54 años	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 55 a 59 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 60 a 64 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 65 a 69 años	0
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 70 a 74 años	3
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 75 a 79 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 80 a 84 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 85 a 89 años	1
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 90 a 94 años	3
Cataluña	002 Tuberculosis y sus efectos tardíos	Mujeres	De 95 años y más	1
Cataluña	003 Enfermedad meningocócica	Ambos sexos	Todas las edades	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	Menores de 1 año	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 1 a 14 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 15 a 29 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 30 a 39 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 40 a 44 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 45 a 49 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 50 a 54 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 55 a 59 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 60 a 64 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 65 a 69 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 70 a 74 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 75 a 79 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 80 a 84 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 85 a 89 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 90 a 94 años	0
Cataluña	003 Enfermedad meningocócica	Ambos sexos	De 95 años y más	0
Cataluña	003 Enfermedad meningocócica	Hombres	Todas las edades	0
Cataluña	003 Enfermedad meningocócica	Hombres	Menores de 1 año	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 1 a 14 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 15 a 29 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 30 a 39 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 40 a 44 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 45 a 49 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 50 a 54 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 55 a 59 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 60 a 64 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 65 a 69 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 70 a 74 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 75 a 79 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 80 a 84 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 85 a 89 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 90 a 94 años	0
Cataluña	003 Enfermedad meningocócica	Hombres	De 95 años y más	0
Cataluña	003 Enfermedad meningocócica	Mujeres	Todas las edades	0
Cataluña	003 Enfermedad meningocócica	Mujeres	Menores de 1 año	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 1 a 14 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 15 a 29 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 30 a 39 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 40 a 44 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 45 a 49 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 50 a 54 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 55 a 59 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 60 a 64 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 65 a 69 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 70 a 74 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 75 a 79 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 80 a 84 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 85 a 89 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 90 a 94 años	0
Cataluña	003 Enfermedad meningocócica	Mujeres	De 95 años y más	0
Cataluña	004 Septicemia	Ambos sexos	Todas las edades	372
Cataluña	004 Septicemia	Ambos sexos	Menores de 1 año	0
Cataluña	004 Septicemia	Ambos sexos	De 1 a 14 años	1
Cataluña	004 Septicemia	Ambos sexos	De 15 a 29 años	1
Cataluña	004 Septicemia	Ambos sexos	De 30 a 39 años	2
Cataluña	004 Septicemia	Ambos sexos	De 40 a 44 años	0
Cataluña	004 Septicemia	Ambos sexos	De 45 a 49 años	3
Cataluña	004 Septicemia	Ambos sexos	De 50 a 54 años	4
Cataluña	004 Septicemia	Ambos sexos	De 55 a 59 años	2
Cataluña	004 Septicemia	Ambos sexos	De 60 a 64 años	13
Cataluña	004 Septicemia	Ambos sexos	De 65 a 69 años	20
Cataluña	004 Septicemia	Ambos sexos	De 70 a 74 años	23
Cataluña	004 Septicemia	Ambos sexos	De 75 a 79 años	40
Cataluña	004 Septicemia	Ambos sexos	De 80 a 84 años	61
Cataluña	004 Septicemia	Ambos sexos	De 85 a 89 años	67
Cataluña	004 Septicemia	Ambos sexos	De 90 a 94 años	93
Cataluña	004 Septicemia	Ambos sexos	De 95 años y más	42
Cataluña	004 Septicemia	Hombres	Todas las edades	156
Cataluña	004 Septicemia	Hombres	Menores de 1 año	0
Cataluña	004 Septicemia	Hombres	De 1 a 14 años	0
Cataluña	004 Septicemia	Hombres	De 15 a 29 años	0
Cataluña	004 Septicemia	Hombres	De 30 a 39 años	2
Cataluña	004 Septicemia	Hombres	De 40 a 44 años	0
Cataluña	004 Septicemia	Hombres	De 45 a 49 años	1
Cataluña	004 Septicemia	Hombres	De 50 a 54 años	3
Cataluña	004 Septicemia	Hombres	De 55 a 59 años	2
Cataluña	004 Septicemia	Hombres	De 60 a 64 años	7
Cataluña	004 Septicemia	Hombres	De 65 a 69 años	8
Cataluña	004 Septicemia	Hombres	De 70 a 74 años	13
Cataluña	004 Septicemia	Hombres	De 75 a 79 años	21
Cataluña	004 Septicemia	Hombres	De 80 a 84 años	28
Cataluña	004 Septicemia	Hombres	De 85 a 89 años	25
Cataluña	004 Septicemia	Hombres	De 90 a 94 años	31
Cataluña	004 Septicemia	Hombres	De 95 años y más	15
Cataluña	004 Septicemia	Mujeres	Todas las edades	216
Cataluña	004 Septicemia	Mujeres	Menores de 1 año	0
Cataluña	004 Septicemia	Mujeres	De 1 a 14 años	1
Cataluña	004 Septicemia	Mujeres	De 15 a 29 años	1
Cataluña	004 Septicemia	Mujeres	De 30 a 39 años	0
Cataluña	004 Septicemia	Mujeres	De 40 a 44 años	0
Cataluña	004 Septicemia	Mujeres	De 45 a 49 años	2
Cataluña	004 Septicemia	Mujeres	De 50 a 54 años	1
Cataluña	004 Septicemia	Mujeres	De 55 a 59 años	0
Cataluña	004 Septicemia	Mujeres	De 60 a 64 años	6
Cataluña	004 Septicemia	Mujeres	De 65 a 69 años	12
Cataluña	004 Septicemia	Mujeres	De 70 a 74 años	10
Cataluña	004 Septicemia	Mujeres	De 75 a 79 años	19
Cataluña	004 Septicemia	Mujeres	De 80 a 84 años	33
Cataluña	004 Septicemia	Mujeres	De 85 a 89 años	42
Cataluña	004 Septicemia	Mujeres	De 90 a 94 años	62
Cataluña	004 Septicemia	Mujeres	De 95 años y más	27
Cataluña	005 Hepatitis vírica	Ambos sexos	Todas las edades	49
Cataluña	005 Hepatitis vírica	Ambos sexos	Menores de 1 año	0
Cataluña	005 Hepatitis vírica	Ambos sexos	De 1 a 14 años	0
Cataluña	005 Hepatitis vírica	Ambos sexos	De 15 a 29 años	0
Cataluña	005 Hepatitis vírica	Ambos sexos	De 30 a 39 años	0
Cataluña	005 Hepatitis vírica	Ambos sexos	De 40 a 44 años	1
Cataluña	005 Hepatitis vírica	Ambos sexos	De 45 a 49 años	3
Cataluña	005 Hepatitis vírica	Ambos sexos	De 50 a 54 años	5
Cataluña	005 Hepatitis vírica	Ambos sexos	De 55 a 59 años	3
Cataluña	005 Hepatitis vírica	Ambos sexos	De 60 a 64 años	5
Cataluña	005 Hepatitis vírica	Ambos sexos	De 65 a 69 años	4
Cataluña	005 Hepatitis vírica	Ambos sexos	De 70 a 74 años	7
Cataluña	005 Hepatitis vírica	Ambos sexos	De 75 a 79 años	4
Cataluña	005 Hepatitis vírica	Ambos sexos	De 80 a 84 años	6
Cataluña	005 Hepatitis vírica	Ambos sexos	De 85 a 89 años	6
Cataluña	005 Hepatitis vírica	Ambos sexos	De 90 a 94 años	4
Cataluña	005 Hepatitis vírica	Ambos sexos	De 95 años y más	1
Cataluña	005 Hepatitis vírica	Hombres	Todas las edades	29
Cataluña	005 Hepatitis vírica	Hombres	Menores de 1 año	0
Cataluña	005 Hepatitis vírica	Hombres	De 1 a 14 años	0
Cataluña	005 Hepatitis vírica	Hombres	De 15 a 29 años	0
Cataluña	005 Hepatitis vírica	Hombres	De 30 a 39 años	0
Cataluña	005 Hepatitis vírica	Hombres	De 40 a 44 años	1
Cataluña	005 Hepatitis vírica	Hombres	De 45 a 49 años	3
Cataluña	005 Hepatitis vírica	Hombres	De 50 a 54 años	3
Cataluña	005 Hepatitis vírica	Hombres	De 55 a 59 años	2
Cataluña	005 Hepatitis vírica	Hombres	De 60 a 64 años	5
Cataluña	005 Hepatitis vírica	Hombres	De 65 a 69 años	3
Cataluña	005 Hepatitis vírica	Hombres	De 70 a 74 años	6
Cataluña	005 Hepatitis vírica	Hombres	De 75 a 79 años	2
Cataluña	005 Hepatitis vírica	Hombres	De 80 a 84 años	3
Cataluña	005 Hepatitis vírica	Hombres	De 85 a 89 años	0
Cataluña	005 Hepatitis vírica	Hombres	De 90 a 94 años	0
Cataluña	005 Hepatitis vírica	Hombres	De 95 años y más	1
Cataluña	005 Hepatitis vírica	Mujeres	Todas las edades	20
Cataluña	005 Hepatitis vírica	Mujeres	Menores de 1 año	0
Cataluña	005 Hepatitis vírica	Mujeres	De 1 a 14 años	0
Cataluña	005 Hepatitis vírica	Mujeres	De 15 a 29 años	0
Cataluña	005 Hepatitis vírica	Mujeres	De 30 a 39 años	0
Cataluña	005 Hepatitis vírica	Mujeres	De 40 a 44 años	0
Cataluña	005 Hepatitis vírica	Mujeres	De 45 a 49 años	0
Cataluña	005 Hepatitis vírica	Mujeres	De 50 a 54 años	2
Cataluña	005 Hepatitis vírica	Mujeres	De 55 a 59 años	1
Cataluña	005 Hepatitis vírica	Mujeres	De 60 a 64 años	0
Cataluña	005 Hepatitis vírica	Mujeres	De 65 a 69 años	1
Cataluña	005 Hepatitis vírica	Mujeres	De 70 a 74 años	1
Cataluña	005 Hepatitis vírica	Mujeres	De 75 a 79 años	2
Cataluña	005 Hepatitis vírica	Mujeres	De 80 a 84 años	3
Cataluña	005 Hepatitis vírica	Mujeres	De 85 a 89 años	6
Cataluña	005 Hepatitis vírica	Mujeres	De 90 a 94 años	4
Cataluña	005 Hepatitis vírica	Mujeres	De 95 años y más	0
Cataluña	006 SIDA	Ambos sexos	Todas las edades	37
Cataluña	006 SIDA	Ambos sexos	Menores de 1 año	0
Cataluña	006 SIDA	Ambos sexos	De 1 a 14 años	0
Cataluña	006 SIDA	Ambos sexos	De 15 a 29 años	1
Cataluña	006 SIDA	Ambos sexos	De 30 a 39 años	1
Cataluña	006 SIDA	Ambos sexos	De 40 a 44 años	0
Cataluña	006 SIDA	Ambos sexos	De 45 a 49 años	4
Cataluña	006 SIDA	Ambos sexos	De 50 a 54 años	7
Cataluña	006 SIDA	Ambos sexos	De 55 a 59 años	10
Cataluña	006 SIDA	Ambos sexos	De 60 a 64 años	7
Cataluña	006 SIDA	Ambos sexos	De 65 a 69 años	0
Cataluña	006 SIDA	Ambos sexos	De 70 a 74 años	3
Cataluña	006 SIDA	Ambos sexos	De 75 a 79 años	3
Cataluña	006 SIDA	Ambos sexos	De 80 a 84 años	0
Cataluña	006 SIDA	Ambos sexos	De 85 a 89 años	0
Cataluña	006 SIDA	Ambos sexos	De 90 a 94 años	1
Cataluña	006 SIDA	Ambos sexos	De 95 años y más	0
Cataluña	006 SIDA	Hombres	Todas las edades	23
Cataluña	006 SIDA	Hombres	Menores de 1 año	0
Cataluña	006 SIDA	Hombres	De 1 a 14 años	0
Cataluña	006 SIDA	Hombres	De 15 a 29 años	1
Cataluña	006 SIDA	Hombres	De 30 a 39 años	1
Cataluña	006 SIDA	Hombres	De 40 a 44 años	0
Cataluña	006 SIDA	Hombres	De 45 a 49 años	3
Cataluña	006 SIDA	Hombres	De 50 a 54 años	4
Cataluña	006 SIDA	Hombres	De 55 a 59 años	4
Cataluña	006 SIDA	Hombres	De 60 a 64 años	4
Cataluña	006 SIDA	Hombres	De 65 a 69 años	0
Cataluña	006 SIDA	Hombres	De 70 a 74 años	2
Cataluña	006 SIDA	Hombres	De 75 a 79 años	3
Cataluña	006 SIDA	Hombres	De 80 a 84 años	0
Cataluña	006 SIDA	Hombres	De 85 a 89 años	0
Cataluña	006 SIDA	Hombres	De 90 a 94 años	1
Cataluña	006 SIDA	Hombres	De 95 años y más	0
Cataluña	006 SIDA	Mujeres	Todas las edades	14
Cataluña	006 SIDA	Mujeres	Menores de 1 año	0
Cataluña	006 SIDA	Mujeres	De 1 a 14 años	0
Cataluña	006 SIDA	Mujeres	De 15 a 29 años	0
Cataluña	006 SIDA	Mujeres	De 30 a 39 años	0
Cataluña	006 SIDA	Mujeres	De 40 a 44 años	0
Cataluña	006 SIDA	Mujeres	De 45 a 49 años	1
Cataluña	006 SIDA	Mujeres	De 50 a 54 años	3
Cataluña	006 SIDA	Mujeres	De 55 a 59 años	6
Cataluña	006 SIDA	Mujeres	De 60 a 64 años	3
Cataluña	006 SIDA	Mujeres	De 65 a 69 años	0
Cataluña	006 SIDA	Mujeres	De 70 a 74 años	1
Cataluña	006 SIDA	Mujeres	De 75 a 79 años	0
Cataluña	006 SIDA	Mujeres	De 80 a 84 años	0
Cataluña	006 SIDA	Mujeres	De 85 a 89 años	0
Cataluña	006 SIDA	Mujeres	De 90 a 94 años	0
Cataluña	006 SIDA	Mujeres	De 95 años y más	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	Todas las edades	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	Menores de 1 año	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 1 a 14 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 15 a 29 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 30 a 39 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 40 a 44 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 45 a 49 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 50 a 54 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 55 a 59 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 60 a 64 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 65 a 69 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 70 a 74 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 75 a 79 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 80 a 84 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 85 a 89 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 90 a 94 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Ambos sexos	De 95 años y más	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Hombres	Todas las edades	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Hombres	Menores de 1 año	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Hombres	De 1 a 14 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Hombres	De 15 a 29 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Hombres	De 30 a 39 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Hombres	De 40 a 44 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Hombres	De 45 a 49 años	0
Cataluña	007 VIH+ (portador, evidencias de laboratorio del VIH,...)	Hombres	De 50 a 54 años	0
